transaction_id,customer_id,product_id,shop_id,quantity,actual_price,transaction_date,payment_method,transaction_type,unit_price,total_amount,transaction_time,city,district
2151,5,164,43,10,,,UPI,SALE,304.47,3044.7,2023-12-23,Kathmandu,Bhaktapur
2152,5,192,15,1,,,CARD,SALE,254.47,254.47,2023-01-15,Kathmandu,Bhaktapur
2153,5,18,43,9,,,CASH,SALE,12.59,113.31,2023-02-15,Kathmandu,Bhaktapur
2154,5,194,15,6,,,UPI,SALE,124.54,747.24,2023-01-24,Kathmandu,Bhaktapur
2155,2,142,45,4,,,CARD,SALE,388.69,1554.76,2023-07-29,Bhaktapur,Morang
2156,3,21,48,8,,,UPI,SALE,149.62,1196.96,2023-06-22,Biratnagar,Lalitpur
2157,4,59,33,5,,,CASH,SALE,287.64,1438.2,2023-08-07,Lalitpur,Kaski
2158,1,120,5,10,,,CARD,SALE,238.24,2382.4,2023-03-10,Pokhara,Kathmandu
2159,3,140,40,4,,,UPI,SALE,95.48,381.92,2023-09-16,Biratnagar,Bhaktapur
2160,1,145,21,2,,,CARD,SALE,381.88,763.76,2023-09-14,Pokhara,Morang
2161,1,64,21,8,,,UPI,SALE,133.54,1068.32,2023-07-25,Pokhara,Morang
2162,4,11,25,9,,,CARD,SALE,142.41,1281.69,2023-08-01,Lalitpur,Kaski
2163,3,124,48,6,,,UPI,SALE,322.42,1934.52,2023-11-11,Biratnagar,Lalitpur
2164,2,129,24,4,,,CARD,SALE,170.83,683.32,2023-03-24,Bhaktapur,Morang
2165,4,147,32,2,,,CARD,SALE,250.93,501.86,2023-04-11,Lalitpur,Morang
2166,5,80,11,9,,,CARD,SALE,246.88,2221.92,2023-04-24,Kathmandu,Kaski
2167,3,116,30,7,,,CASH,SALE,429.52,3006.64,2023-06-07,Biratnagar,Kathmandu
2168,3,5,29,10,,,CARD,SALE,74.21,742.1,2023-10-28,Biratnagar,Lalitpur
2169,3,21,50,4,,,UPI,SALE,143.13,572.52,2023-12-23,Biratnagar,Kaski
2170,2,165,41,3,,,CASH,SALE,331.98,995.94,2023-11-22,Bhaktapur,Bhaktapur
2171,5,141,11,10,,,CASH,SALE,374.34,3743.4,2023-08-19,Kathmandu,Kaski
2172,3,60,47,7,,,CARD,SALE,119.32,835.24,2023-07-11,Biratnagar,Bhaktapur
2173,3,185,6,1,,,CARD,SALE,260.36,260.36,2023-04-12,Biratnagar,Kathmandu
2174,4,90,32,10,,,CASH,SALE,222.94,2229.4,2023-07-26,Lalitpur,Morang
2175,4,121,35,2,,,CASH,SALE,376.99,753.98,2023-07-30,Lalitpur,Morang
2176,5,27,7,4,,,CASH,SALE,108.33,433.32,2023-11-28,Kathmandu,Lalitpur
2177,2,119,36,5,,,UPI,SALE,283.09,1415.45,2023-09-21,Bhaktapur,Kaski
2178,4,60,25,10,,,CARD,SALE,114.52,1145.2,2023-05-29,Lalitpur,Kaski
2179,3,94,50,5,,,CASH,SALE,198.2,991.0,2023-09-02,Biratnagar,Kaski
2180,4,144,37,9,,,CARD,SALE,19.39,174.51,2023-02-01,Lalitpur,Kathmandu
2181,5,136,17,1,,,CARD,SALE,382.86,382.86,2023-02-05,Kathmandu,Morang
2182,4,130,1,10,,,CASH,SALE,100.55,1005.5,2023-07-13,Lalitpur,Bhaktapur
2183,4,94,35,5,,,UPI,SALE,205.51,1027.55,2023-04-21,Lalitpur,Morang
2184,3,163,34,7,,,UPI,SALE,145.56,1018.92,2023-04-02,Biratnagar,Kaski
2185,1,80,4,8,,,UPI,SALE,247.22,1977.76,2023-07-10,Pokhara,Lalitpur
2186,4,140,25,6,,,UPI,SALE,103.75,622.5,2023-05-16,Lalitpur,Kaski
2187,1,147,21,7,,,CASH,SALE,255.22,1786.54,2023-11-15,Pokhara,Morang
2188,1,153,4,5,,,UPI,SALE,212.22,1061.1,2023-09-03,Pokhara,Lalitpur
2189,3,52,34,3,,,CASH,SALE,179.65,538.95,2023-08-15,Biratnagar,Kaski
2190,5,193,13,2,,,CARD,SALE,63.07,126.14,2023-07-14,Kathmandu,Morang
2191,1,75,4,5,,,CASH,SALE,386.12,1930.6,2023-03-19,Pokhara,Lalitpur
2192,2,4,39,5,,,UPI,SALE,369.86,1849.3,2023-04-19,Bhaktapur,Kathmandu
2193,4,26,14,1,,,CARD,SALE,31.4,31.4,2023-05-11,Lalitpur,Morang
2194,4,164,1,6,,,CARD,SALE,331.43,1988.58,2023-11-26,Lalitpur,Bhaktapur
2195,5,108,23,4,,,CASH,SALE,325.7,1302.8,2023-02-17,Kathmandu,Bhaktapur
2196,5,165,43,1,,,CASH,SALE,318.3,318.3,2023-04-25,Kathmandu,Bhaktapur
2197,4,1,18,10,,,CARD,SALE,101.66,1016.6,2023-09-23,Lalitpur,Morang
2198,3,136,47,5,,,CASH,SALE,369.4,1847.0,2023-11-10,Biratnagar,Bhaktapur
2199,1,48,20,7,,,CASH,SALE,181.34,1269.38,2023-03-26,Pokhara,Kathmandu
2200,1,167,8,2,,,CARD,SALE,192.59,385.18,2023-05-18,Pokhara,Kaski
2201,2,47,22,4,,,CARD,SALE,89.7,358.8,2023-12-04,Bhaktapur,Kathmandu
2202,3,14,48,3,,,UPI,SALE,163.82,491.46,2023-09-04,Biratnagar,Lalitpur
2203,5,147,43,10,,,CASH,SALE,242.99,2429.9,2023-08-24,Kathmandu,Bhaktapur
2204,5,35,28,10,,,UPI,SALE,442.45,4424.5,2023-12-18,Kathmandu,Morang
2205,5,93,12,6,,,UPI,SALE,183.03,1098.18,2023-03-18,Kathmandu,Morang
2206,2,16,9,2,,,UPI,SALE,76.74,153.48,2023-02-15,Bhaktapur,Bhaktapur
2207,1,147,8,6,,,CARD,SALE,238.16,1428.96,2023-12-31,Pokhara,Kaski
2208,1,92,27,10,,,UPI,SALE,188.23,1882.3,2023-08-15,Pokhara,Morang
2209,2,15,24,4,,,UPI,SALE,152.13,608.52,2023-11-02,Bhaktapur,Morang
2210,5,95,7,7,,,CASH,SALE,32.48,227.36,2023-11-04,Kathmandu,Lalitpur
2211,2,96,41,1,,,CASH,SALE,274.96,274.96,2023-06-30,Bhaktapur,Bhaktapur
2212,4,85,14,2,,,CASH,SALE,360.47,720.94,2023-10-11,Lalitpur,Morang
2213,2,94,45,2,,,CARD,SALE,185.23,370.46,2023-12-04,Bhaktapur,Morang
2214,2,133,9,1,,,UPI,SALE,84.88,84.88,2023-05-19,Bhaktapur,Bhaktapur
2215,3,47,29,5,,,CASH,SALE,92.33,461.65,2023-09-18,Biratnagar,Lalitpur
2216,1,73,20,1,,,UPI,SALE,301.47,301.47,2023-08-14,Pokhara,Kathmandu
2217,3,65,40,6,,,CASH,SALE,137.6,825.6,2023-12-20,Biratnagar,Bhaktapur
2218,2,68,45,9,,,CARD,SALE,69.35,624.15,2023-03-05,Bhaktapur,Morang
2219,4,135,35,9,,,CASH,SALE,45.99,413.91,2023-01-03,Lalitpur,Morang
2220,4,84,1,2,,,CASH,SALE,35.77,71.54,2023-12-10,Lalitpur,Bhaktapur
2221,2,55,42,2,,,CASH,SALE,246.69,493.38,2023-02-16,Bhaktapur,Kathmandu
2222,4,157,1,4,,,CASH,SALE,419.02,1676.08,2023-08-10,Lalitpur,Bhaktapur
2223,2,140,22,2,,,UPI,SALE,110.1,220.2,2023-09-17,Bhaktapur,Kathmandu
2224,3,100,30,1,,,CASH,SALE,197.13,197.13,2023-06-01,Biratnagar,Kathmandu
2225,5,120,12,9,,,CARD,SALE,205.57,1850.13,2023-04-01,Kathmandu,Morang
2226,5,70,12,5,,,CARD,SALE,348.0,1740.0,2023-01-11,Kathmandu,Morang
2227,1,185,27,3,,,CASH,SALE,230.87,692.61,2023-06-05,Pokhara,Morang
2228,2,74,38,9,,,UPI,SALE,251.79,2266.11,2023-07-02,Bhaktapur,Kathmandu
2229,2,40,38,8,,,UPI,SALE,274.22,2193.76,2023-12-14,Bhaktapur,Kathmandu
2230,5,101,43,8,,,UPI,SALE,238.08,1904.64,2023-04-02,Kathmandu,Bhaktapur
2231,3,87,48,5,,,CASH,SALE,63.97,319.85,2023-12-19,Biratnagar,Lalitpur
2232,2,189,24,10,,,CASH,SALE,79.5,795.0,2023-01-29,Bhaktapur,Morang
2233,2,81,39,9,,,UPI,SALE,198.89,1790.01,2023-11-14,Bhaktapur,Kathmandu
2234,4,180,46,7,,,UPI,SALE,55.92,391.44,2023-06-27,Lalitpur,Kathmandu
2235,2,68,38,1,,,CARD,SALE,72.48,72.48,2023-05-06,Bhaktapur,Kathmandu
2236,3,58,44,6,,,UPI,SALE,134.74,808.44,2023-11-06,Biratnagar,Kathmandu
2237,3,82,31,6,,,UPI,SALE,304.29,1825.74,2023-09-21,Biratnagar,Kaski
2238,1,138,4,6,,,CARD,SALE,204.93,1229.58,2023-08-25,Pokhara,Lalitpur
2239,3,139,2,6,,,UPI,SALE,107.93,647.58,2023-05-29,Biratnagar,Kathmandu
2240,1,135,27,2,,,CARD,SALE,46.25,92.5,2023-04-13,Pokhara,Morang
2241,5,17,28,5,,,CASH,SALE,19.36,96.8,2023-08-26,Kathmandu,Morang
2242,5,170,28,4,,,UPI,SALE,437.85,1751.4,2023-06-08,Kathmandu,Morang
2243,3,47,6,9,,,UPI,SALE,87.71,789.39,2023-10-24,Biratnagar,Kathmandu
2244,5,90,43,9,,,UPI,SALE,221.3,1991.7,2023-12-29,Kathmandu,Bhaktapur
2245,1,186,8,6,,,CASH,SALE,210.91,1265.46,2023-01-03,Pokhara,Kaski
2246,3,6,6,3,,,UPI,SALE,176.54,529.62,2023-03-04,Biratnagar,Kathmandu
2247,2,50,36,8,,,UPI,SALE,51.33,410.64,2023-09-28,Bhaktapur,Kaski
2248,2,94,39,2,,,UPI,SALE,190.72,381.44,2023-05-25,Bhaktapur,Kathmandu
2249,1,138,21,10,,,CARD,SALE,188.61,1886.1,2023-12-13,Pokhara,Morang
2250,5,132,12,1,,,CARD,SALE,213.68,213.68,2023-01-10,Kathmandu,Morang
2251,2,142,36,1,,,CARD,SALE,441.19,441.19,2023-10-09,Bhaktapur,Kaski
2252,5,64,12,5,,,CARD,SALE,110.44,552.2,2023-09-20,Kathmandu,Morang
2253,1,194,5,8,,,CARD,SALE,110.2,881.6,2023-03-28,Pokhara,Kathmandu
2254,2,182,3,2,,,UPI,SALE,368.5,737.0,2023-07-26,Bhaktapur,Lalitpur
2255,2,123,42,2,,,UPI,SALE,85.0,170.0,2023-03-06,Bhaktapur,Kathmandu
2256,2,140,38,5,,,CASH,SALE,112.65,563.25,2023-08-28,Bhaktapur,Kathmandu
2257,4,191,1,2,,,UPI,SALE,70.23,140.46,2023-12-09,Lalitpur,Bhaktapur
2258,2,94,39,3,,,CARD,SALE,203.21,609.63,2023-01-06,Bhaktapur,Kathmandu
2259,5,110,23,6,,,CASH,SALE,137.42,824.52,2023-11-05,Kathmandu,Bhaktapur
2260,1,166,5,9,,,UPI,SALE,297.03,2673.27,2023-02-21,Pokhara,Kathmandu
2261,5,130,43,1,,,CARD,SALE,87.25,87.25,2023-12-10,Kathmandu,Bhaktapur
2262,1,186,4,8,,,CASH,SALE,209.36,1674.88,2023-01-23,Pokhara,Lalitpur
2263,2,28,36,3,,,CARD,SALE,483.9,1451.7,2023-08-08,Bhaktapur,Kaski
2264,5,161,11,9,,,CASH,SALE,198.16,1783.44,2023-09-06,Kathmandu,Kaski
2265,4,104,18,2,,,CASH,SALE,330.13,660.26,2023-02-08,Lalitpur,Morang
2266,2,1,42,8,,,CARD,SALE,107.04,856.32,2023-10-27,Bhaktapur,Kathmandu
2267,4,196,33,7,,,UPI,SALE,157.62,1103.34,2023-01-30,Lalitpur,Kaski
2268,2,120,26,2,,,CASH,SALE,205.33,410.66,2023-06-29,Bhaktapur,Bhaktapur
2269,5,129,13,7,,,CASH,SALE,182.69,1278.83,2023-03-28,Kathmandu,Morang
2270,2,3,9,4,,,CARD,SALE,235.54,942.16,2023-03-11,Bhaktapur,Bhaktapur
2271,1,177,27,3,,,UPI,SALE,380.69,1142.07,2023-05-24,Pokhara,Morang
2272,5,70,28,2,,,CASH,SALE,420.3,840.6,2023-06-11,Kathmandu,Morang
2273,2,111,39,8,,,CASH,SALE,356.7,2853.6,2023-01-04,Bhaktapur,Kathmandu
2274,4,101,18,10,,,UPI,SALE,255.15,2551.5,2023-12-10,Lalitpur,Morang
2275,2,119,41,8,,,CARD,SALE,296.95,2375.6,2023-09-05,Bhaktapur,Bhaktapur
2276,4,38,33,3,,,UPI,SALE,255.18,765.54,2023-09-24,Lalitpur,Kaski
2277,2,38,10,6,,,CASH,SALE,292.1,1752.6,2023-07-26,Bhaktapur,Kaski
2278,4,135,1,1,,,CARD,SALE,40.56,40.56,2023-07-20,Lalitpur,Bhaktapur
2279,5,145,15,7,,,CARD,SALE,359.63,2517.41,2023-07-25,Kathmandu,Bhaktapur
2280,4,108,14,5,,,CARD,SALE,294.48,1472.4,2023-07-21,Lalitpur,Morang
2281,2,120,45,1,,,UPI,SALE,229.35,229.35,2023-08-24,Bhaktapur,Morang
2282,4,132,35,8,,,CARD,SALE,204.93,1639.44,2023-04-15,Lalitpur,Morang
2283,5,125,7,5,,,CARD,SALE,105.73,528.65,2023-01-11,Kathmandu,Lalitpur
2284,2,161,24,2,,,CARD,SALE,194.79,389.58,2023-08-22,Bhaktapur,Morang
2285,3,84,16,3,,,CASH,SALE,36.4,109.2,2023-09-16,Biratnagar,Morang
2286,5,90,12,4,,,CARD,SALE,228.14,912.56,2023-05-12,Kathmandu,Morang
2287,2,20,41,5,,,UPI,SALE,387.72,1938.6,2023-11-05,Bhaktapur,Bhaktapur
2288,1,46,5,6,,,CASH,SALE,262.79,1576.74,2023-06-08,Pokhara,Kathmandu
2289,3,10,29,5,,,UPI,SALE,410.11,2050.55,2023-01-12,Biratnagar,Lalitpur
2290,1,89,27,1,,,UPI,SALE,196.31,196.31,2023-09-25,Pokhara,Morang
2291,3,177,34,2,,,CASH,SALE,393.91,787.82,2023-01-16,Biratnagar,Kaski
2292,1,11,21,1,,,CARD,SALE,166.44,166.44,2023-02-06,Pokhara,Morang
2293,1,176,4,6,,,UPI,SALE,230.52,1383.12,2023-01-04,Pokhara,Lalitpur
2294,3,106,2,1,,,CASH,SALE,542.43,542.43,2023-03-26,Biratnagar,Kathmandu
2295,4,190,14,7,,,CASH,SALE,267.54,1872.78,2023-03-30,Lalitpur,Morang
2296,2,187,42,1,,,CASH,SALE,431.28,431.28,2023-02-12,Bhaktapur,Kathmandu
2297,3,38,31,1,,,CASH,SALE,260.46,260.46,2023-08-18,Biratnagar,Kaski
2298,3,44,29,3,,,UPI,SALE,181.08,543.24,2023-03-15,Biratnagar,Lalitpur
2299,3,124,47,10,,,UPI,SALE,366.32,3663.2,2023-06-17,Biratnagar,Bhaktapur
2300,5,176,43,9,,,CASH,SALE,204.49,1840.41,2023-05-04,Kathmandu,Bhaktapur
2301,3,104,16,6,,,UPI,SALE,312.19,1873.14,2023-05-17,Biratnagar,Morang
2302,3,199,50,1,,,CARD,SALE,338.67,338.67,2023-08-16,Biratnagar,Kaski
2303,3,74,31,10,,,CARD,SALE,230.53,2305.3,2023-04-06,Biratnagar,Kaski
2304,5,95,12,7,,,UPI,SALE,32.41,226.87,2023-05-17,Kathmandu,Morang
2305,5,113,28,9,,,UPI,SALE,341.92,3077.28,2023-02-02,Kathmandu,Morang
2306,3,55,6,1,,,UPI,SALE,212.36,212.36,2023-04-01,Biratnagar,Kathmandu
2307,5,97,28,2,,,CASH,SALE,356.96,713.92,2023-09-30,Kathmandu,Morang
2308,2,184,9,10,,,CARD,SALE,408.22,4082.2,2023-07-25,Bhaktapur,Bhaktapur
2309,5,130,15,5,,,CASH,SALE,95.64,478.2,2023-07-28,Kathmandu,Bhaktapur
2310,3,178,50,1,,,UPI,SALE,17.69,17.69,2023-11-12,Biratnagar,Kaski
2311,3,87,2,6,,,CARD,SALE,62.07,372.42,2023-12-05,Biratnagar,Kathmandu
2312,2,178,39,7,,,UPI,SALE,17.82,124.74,2023-06-07,Bhaktapur,Kathmandu
2313,2,58,22,6,,,UPI,SALE,137.44,824.64,2023-08-06,Bhaktapur,Kathmandu
2314,2,122,24,3,,,CASH,SALE,274.82,824.46,2023-10-28,Bhaktapur,Morang
2315,3,39,31,10,,,UPI,SALE,122.48,1224.8,2023-04-23,Biratnagar,Kaski
2316,5,193,17,6,,,UPI,SALE,64.24,385.44,2023-02-23,Kathmandu,Morang
2317,5,75,23,6,,,CASH,SALE,356.53,2139.18,2023-07-03,Kathmandu,Bhaktapur
2318,4,73,14,5,,,CARD,SALE,314.87,1574.35,2023-08-04,Lalitpur,Morang
2319,2,134,9,6,,,UPI,SALE,460.85,2765.1,2023-11-26,Bhaktapur,Bhaktapur
2320,2,45,39,3,,,CASH,SALE,337.11,1011.33,2023-01-19,Bhaktapur,Kathmandu
2321,1,168,8,3,,,UPI,SALE,344.41,1033.23,2023-11-01,Pokhara,Kaski
2322,2,163,39,1,,,CARD,SALE,131.61,131.61,2023-07-09,Bhaktapur,Kathmandu
2323,5,157,49,6,,,UPI,SALE,419.67,2518.02,2023-11-09,Kathmandu,Morang
2324,4,140,46,10,,,UPI,SALE,110.68,1106.8,2023-07-15,Lalitpur,Kathmandu
2325,5,98,15,1,,,UPI,SALE,205.53,205.53,2023-03-12,Kathmandu,Bhaktapur
2326,5,12,7,3,,,CASH,SALE,345.6,1036.8,2023-11-20,Kathmandu,Lalitpur
2327,5,200,15,5,,,CARD,SALE,315.43,1577.15,2023-06-10,Kathmandu,Bhaktapur
2328,5,117,7,9,,,CASH,SALE,233.37,2100.33,2023-06-19,Kathmandu,Lalitpur
2329,1,142,27,2,,,CASH,SALE,447.22,894.44,2023-10-25,Pokhara,Morang
2330,2,49,38,2,,,UPI,SALE,53.93,107.86,2023-03-30,Bhaktapur,Kathmandu
2331,3,150,16,3,,,CARD,SALE,335.36,1006.08,2023-10-19,Biratnagar,Morang
2332,1,131,27,4,,,UPI,SALE,348.17,1392.68,2023-09-30,Pokhara,Morang
2333,5,9,7,5,,,UPI,SALE,457.94,2289.7,2023-02-25,Kathmandu,Lalitpur
2334,4,85,19,7,,,CARD,SALE,358.84,2511.88,2023-07-09,Lalitpur,Kaski
2335,5,73,17,5,,,CARD,SALE,325.4,1627.0,2023-01-10,Kathmandu,Morang
2336,3,77,31,10,,,UPI,SALE,237.95,2379.5,2023-03-30,Biratnagar,Kaski
2337,5,192,15,9,,,CARD,SALE,271.45,2443.05,2023-03-31,Kathmandu,Bhaktapur
2338,1,14,20,8,,,UPI,SALE,160.72,1285.76,2023-11-11,Pokhara,Kathmandu
2339,5,187,12,9,,,CARD,SALE,393.41,3540.69,2023-09-08,Kathmandu,Morang
2340,2,118,45,1,,,CASH,SALE,293.39,293.39,2023-06-23,Bhaktapur,Morang
2341,3,57,30,6,,,UPI,SALE,147.25,883.5,2023-12-04,Biratnagar,Kathmandu
2342,3,113,29,1,,,CARD,SALE,336.31,336.31,2023-03-10,Biratnagar,Lalitpur
2343,4,33,35,8,,,CARD,SALE,204.53,1636.24,2023-12-05,Lalitpur,Morang
2344,3,196,30,1,,,CASH,SALE,151.8,151.8,2023-11-17,Biratnagar,Kathmandu
2345,5,174,13,3,,,CARD,SALE,326.19,978.57,2023-10-27,Kathmandu,Morang
2346,1,39,21,5,,,CASH,SALE,114.93,574.65,2023-01-15,Pokhara,Morang
2347,4,26,33,6,,,CASH,SALE,36.17,217.02,2023-03-02,Lalitpur,Kaski
2348,5,179,23,2,,,CASH,SALE,95.2,190.4,2023-04-16,Kathmandu,Bhaktapur
2349,3,143,40,5,,,UPI,SALE,344.66,1723.3,2023-10-03,Biratnagar,Bhaktapur
2350,2,198,22,7,,,CASH,SALE,250.95,1756.65,2023-07-19,Bhaktapur,Kathmandu
2351,3,93,40,7,,,CASH,SALE,167.29,1171.03,2023-01-27,Biratnagar,Bhaktapur
2352,4,43,18,2,,,CARD,SALE,325.69,651.38,2023-02-22,Lalitpur,Morang
2353,3,196,34,8,,,CARD,SALE,156.1,1248.8,2023-07-09,Biratnagar,Kaski
2354,5,24,7,3,,,UPI,SALE,476.05,1428.15,2023-04-14,Kathmandu,Lalitpur
2355,1,72,27,8,,,UPI,SALE,153.41,1227.28,2023-07-28,Pokhara,Morang
2356,1,3,21,3,,,UPI,SALE,262.54,787.62,2023-06-03,Pokhara,Morang
2357,5,121,12,7,,,UPI,SALE,416.84,2917.88,2023-09-12,Kathmandu,Morang
2358,4,61,18,3,,,CARD,SALE,389.06,1167.18,2023-06-30,Lalitpur,Morang
2359,5,173,11,8,,,CASH,SALE,209.89,1679.12,2023-04-26,Kathmandu,Kaski
2360,2,84,41,5,,,CASH,SALE,36.19,180.95,2023-04-22,Bhaktapur,Bhaktapur
2361,3,124,50,9,,,CASH,SALE,359.74,3237.66,2023-06-30,Biratnagar,Kaski
2362,5,93,43,7,,,CASH,SALE,165.44,1158.08,2023-03-17,Kathmandu,Bhaktapur
2363,4,149,33,7,,,CASH,SALE,30.84,215.88,2023-12-13,Lalitpur,Kaski
2364,5,151,43,2,,,CASH,SALE,313.31,626.62,2023-08-14,Kathmandu,Bhaktapur
2365,3,149,44,1,,,CARD,SALE,29.97,29.97,2023-01-02,Biratnagar,Kathmandu
2366,5,174,13,10,,,CARD,SALE,339.5,3395.0,2023-12-10,Kathmandu,Morang
2367,4,99,46,8,,,UPI,SALE,209.84,1678.72,2023-08-28,Lalitpur,Kathmandu
2368,4,21,32,8,,,UPI,SALE,134.21,1073.68,2023-12-17,Lalitpur,Morang
2369,4,32,14,9,,,CASH,SALE,347.9,3131.1,2023-01-09,Lalitpur,Morang
2370,3,64,50,4,,,CARD,SALE,124.81,499.24,2023-02-08,Biratnagar,Kaski
2371,4,47,19,5,,,UPI,SALE,82.0,410.0,2023-12-10,Lalitpur,Kaski
2372,3,106,44,4,,,UPI,SALE,510.3,2041.2,2023-09-30,Biratnagar,Kathmandu
2373,4,162,33,6,,,UPI,SALE,142.81,856.86,2023-02-18,Lalitpur,Kaski
2374,2,93,45,6,,,CARD,SALE,174.6,1047.6,2023-04-27,Bhaktapur,Morang
2375,3,59,29,10,,,CARD,SALE,264.82,2648.2,2023-02-19,Biratnagar,Lalitpur
2376,1,54,20,7,,,UPI,SALE,375.69,2629.83,2023-08-23,Pokhara,Kathmandu
2377,5,191,13,7,,,CARD,SALE,68.85,481.95,2023-04-16,Kathmandu,Morang
2378,3,49,44,8,,,UPI,SALE,56.3,450.4,2023-08-17,Biratnagar,Kathmandu
2379,3,129,48,5,,,CASH,SALE,170.21,851.05,2023-09-22,Biratnagar,Lalitpur
2380,2,107,26,2,,,UPI,SALE,505.58,1011.16,2023-09-12,Bhaktapur,Bhaktapur
2381,4,23,32,1,,,CARD,SALE,94.17,94.17,2023-09-25,Lalitpur,Morang
2382,3,171,44,5,,,CARD,SALE,230.37,1151.85,2023-04-19,Biratnagar,Kathmandu
2383,2,130,10,10,,,UPI,SALE,101.44,1014.4,2023-06-28,Bhaktapur,Kaski
2384,5,154,49,1,,,CASH,SALE,468.19,468.19,2023-02-14,Kathmandu,Morang
2385,5,97,13,6,,,UPI,SALE,404.15,2424.9,2023-08-31,Kathmandu,Morang
2386,2,116,24,7,,,CASH,SALE,449.18,3144.26,2023-04-18,Bhaktapur,Morang
2387,5,79,11,9,,,UPI,SALE,374.61,3371.49,2023-05-04,Kathmandu,Kaski
2388,4,90,35,4,,,CASH,SALE,229.42,917.68,2023-07-31,Lalitpur,Morang
2389,5,32,13,4,,,CARD,SALE,319.28,1277.12,2023-06-08,Kathmandu,Morang
2390,5,99,17,9,,,UPI,SALE,184.85,1663.65,2023-11-05,Kathmandu,Morang
2391,4,31,46,3,,,CASH,SALE,98.83,296.49,2023-12-01,Lalitpur,Kathmandu
2392,2,3,10,1,,,CARD,SALE,256.72,256.72,2023-08-23,Bhaktapur,Kaski
2393,3,193,44,10,,,CARD,SALE,56.01,560.1,2023-02-19,Biratnagar,Kathmandu
2394,4,90,32,5,,,CARD,SALE,233.2,1166.0,2023-10-16,Lalitpur,Morang
2395,3,152,16,8,,,CASH,SALE,483.56,3868.48,2023-10-20,Biratnagar,Morang
2396,3,18,40,5,,,CASH,SALE,11.34,56.7,2023-04-11,Biratnagar,Bhaktapur
2397,5,107,15,9,,,CASH,SALE,464.71,4182.39,2023-02-28,Kathmandu,Bhaktapur
2398,4,26,1,4,,,CARD,SALE,33.31,133.24,2023-02-18,Lalitpur,Bhaktapur
2399,5,164,49,5,,,CARD,SALE,314.95,1574.75,2023-04-28,Kathmandu,Morang
2400,2,97,42,5,,,CARD,SALE,374.03,1870.15,2023-10-20,Bhaktapur,Kathmandu
2401,2,189,10,8,,,CASH,SALE,76.91,615.28,2023-03-24,Bhaktapur,Kaski
2402,3,181,48,5,,,CARD,SALE,223.01,1115.05,2023-05-28,Biratnagar,Lalitpur
2403,2,157,3,9,,,UPI,SALE,401.96,3617.64,2023-11-17,Bhaktapur,Lalitpur
2404,4,177,46,5,,,CASH,SALE,362.43,1812.15,2023-06-25,Lalitpur,Kathmandu
2405,2,99,22,10,,,CASH,SALE,207.3,2073.0,2023-11-02,Bhaktapur,Kathmandu
2406,4,2,14,10,,,UPI,SALE,407.98,4079.8,2023-08-17,Lalitpur,Morang
2407,3,7,50,7,,,UPI,SALE,265.26,1856.82,2023-11-28,Biratnagar,Kaski
2408,5,101,13,6,,,UPI,SALE,231.46,1388.76,2023-10-15,Kathmandu,Morang
2409,3,124,40,9,,,CASH,SALE,325.63,2930.67,2023-06-23,Biratnagar,Bhaktapur
2410,2,47,42,8,,,CASH,SALE,87.69,701.52,2023-01-27,Bhaktapur,Kathmandu
2411,5,131,12,3,,,CARD,SALE,331.32,993.96,2023-02-03,Kathmandu,Morang
2412,2,84,42,5,,,CARD,SALE,39.12,195.6,2023-05-14,Bhaktapur,Kathmandu
2413,1,23,20,6,,,CARD,SALE,93.1,558.6,2023-05-31,Pokhara,Kathmandu
2414,5,125,7,5,,,CASH,SALE,97.17,485.85,2023-12-08,Kathmandu,Lalitpur
2415,5,189,43,5,,,CARD,SALE,86.71,433.55,2023-08-16,Kathmandu,Bhaktapur
2416,2,114,24,3,,,UPI,SALE,240.82,722.46,2023-10-25,Bhaktapur,Morang
2417,5,2,17,4,,,CASH,SALE,468.78,1875.12,2023-07-03,Kathmandu,Morang
2418,5,102,13,10,,,UPI,SALE,383.16,3831.6,2023-08-12,Kathmandu,Morang
2419,1,98,27,2,,,CASH,SALE,190.62,381.24,2023-09-16,Pokhara,Morang
2420,3,161,31,1,,,CARD,SALE,191.6,191.6,2023-01-05,Biratnagar,Kaski
2421,1,108,5,8,,,CARD,SALE,338.72,2709.76,2023-12-10,Pokhara,Kathmandu
2422,3,31,29,2,,,UPI,SALE,95.65,191.3,2023-05-10,Biratnagar,Lalitpur
2423,3,80,34,3,,,CASH,SALE,277.14,831.42,2023-09-29,Biratnagar,Kaski
2424,5,83,28,4,,,UPI,SALE,89.2,356.8,2023-02-07,Kathmandu,Morang
2425,3,110,48,5,,,CARD,SALE,138.56,692.8,2023-03-17,Biratnagar,Lalitpur
2426,4,153,19,1,,,UPI,SALE,197.71,197.71,2023-05-01,Lalitpur,Kaski
2427,3,159,34,10,,,CARD,SALE,53.68,536.8,2023-07-27,Biratnagar,Kaski
2428,5,142,28,1,,,UPI,SALE,426.62,426.62,2023-12-30,Kathmandu,Morang
2429,2,117,39,1,,,CASH,SALE,245.69,245.69,2023-05-03,Bhaktapur,Kathmandu
2430,5,31,49,3,,,CARD,SALE,104.93,314.79,2023-04-20,Kathmandu,Morang
2431,3,32,47,6,,,CASH,SALE,346.81,2080.86,2023-12-17,Biratnagar,Bhaktapur
